"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @demetera2: Viviane Mosé : arbitrariedades contra Lula e Dilma terão efeito contrário e PT mais forte.
https://t.co/XwBqcTp0Fk https://t…",FALSE,0,NA,2016-03-16 00:41:27,FALSE,NA,"709902363205771265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cemiguel",16,TRUE,FALSE,NA,NA
"2","RT @ReginaSalomo: Dilma mudou a diretoria de Furnas por uma diretoria técnica,acabando com as ilegalidades.
Cunha X Dilma começou aí https:…",FALSE,0,NA,2016-03-16 00:41:27,FALSE,NA,"709902363008634880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","truzzimiltoni",168,TRUE,FALSE,NA,NA
"3","RT @ClauLanz: ""Dilma e Temer deveriam renunciar"" jurista Flavio Gomes #JornaldaCultura",FALSE,0,NA,2016-03-16 00:41:27,FALSE,NA,"709902361809035264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","svictorino",3,TRUE,FALSE,NA,NA
"4","RT @Elmogeneo26: #LulaGolpista  Parabéns  Pra Dilma pro PT por fazer o pior governo de todos os tempos!!  ������������",FALSE,0,NA,2016-03-16 00:41:26,FALSE,NA,"709902358839480321",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","pra_rosie",5,TRUE,FALSE,NA,NA
"5","@tiago1981n Dilma cometeu o último erro na reeleição. Se aliou ao PMDB, traiu quem votou nela e perdeu o apoio de quem a elegeu.",FALSE,0,"tiago1981n",2016-03-16 00:41:26,FALSE,"709901703735328768","709902358021541889","591016454","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","D_Assis_",0,FALSE,FALSE,NA,NA
"6","@freireee_ Pse todos roubaram, falam mal da dilma porque o pais quebrou quando ela foi pra presidência, n que tenha sido só ela",FALSE,0,"freireee_",2016-03-16 00:41:25,FALSE,"709901971415818240","709902355416936449","1888453646","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","isabritz_",0,FALSE,FALSE,NA,NA
"7","A Dilma é mais feia que um pau (sorry) #FelipeNeto5M",FALSE,0,NA,2016-03-16 00:41:25,FALSE,NA,"709902353995014144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NFSFelipeNeto",0,FALSE,FALSE,NA,NA
"8","RT @Anholeto: @SILVIOSCO @RepBianchi @DalmoAccorsini Dessa vez Brasil vai invadir Brasília até Dilma cair #LulaGolpista #ForaDilma",FALSE,0,NA,2016-03-16 00:41:25,FALSE,NA,"709902353240100864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RepBianchi",1,TRUE,FALSE,NA,NA
"9","RT @AnaJulius: Lulla, o milionário, chegando em BSB em seu jatinho particular para se esconder em baixo da saia d Dilma https://t.co/WwJe2w…",FALSE,0,NA,2016-03-16 00:41:24,FALSE,NA,"709902351734345728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TETEDEMARCO",21,TRUE,FALSE,NA,NA
"10","Se a Dilma renunciar, daí é o Temmer que assume? Não é nada, não é nada, continuaremos sem presidente, mas teremos primeira dama! kkkk",FALSE,0,NA,2016-03-16 00:41:24,FALSE,NA,"709902350048239616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bortollotti",0,FALSE,FALSE,NA,NA
"11","RT @professorcirino: .
Não vamos nos distrair com coisas do Delcidio.

Dia 18 Mar apoio total a Dilma e Lula nas ruas

É guerra mesmo.
.
 h…",FALSE,0,NA,2016-03-16 00:41:23,FALSE,NA,"709902348638887939",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Nego_bom_hp",3,TRUE,FALSE,NA,NA
"12","RT @rmexel: Temer diz que Dilma cai na primeira quinzena de abril https://t.co/Xy7Zs4CMvz via: @o_antagonista",FALSE,0,NA,2016-03-16 00:41:23,FALSE,NA,"709902347485503494",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fernand02901367",2,TRUE,FALSE,NA,NA
