"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1",".@marcelofalak en #CiudadanoComún ""Brasil está cada vez más complicado"" #Brasil #Lula #Dilma- @HoracioCabak @Diegokol @LuciaRBosch",FALSE,0,NA,2016-03-15 22:09:22,FALSE,NA,"709864089456136192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","delta903fm",0,FALSE,FALSE,NA,NA
"2","#timbeta Operação Lava Jato: Procurador-geral avalia se pede que STF investigue Dilma p... https://t.co/rGyB6S83tR https://t.co/zOCw1DhLV8",FALSE,0,NA,2016-03-15 22:09:22,FALSE,NA,"709864088776486912",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","tt_timbeta1",0,FALSE,FALSE,NA,NA
"3","RT @pedroandradetv: Dilma alega que""repudia com veemência e indignação o envolvimento do seu nome"" nessa lama. https://t.co/kKWcgIymfn … ~ …",FALSE,0,NA,2016-03-15 22:09:21,FALSE,NA,"709864087656800256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MBiaggi",17,TRUE,FALSE,NA,NA
"4","RT @Estadao: Dilma diz que Mercadante agiu sozinho ao procurar Delcídio https://t.co/X5unDLKYrH",FALSE,0,NA,2016-03-15 22:09:21,FALSE,NA,"709864085991649280",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Teresoca2013",41,TRUE,FALSE,NA,NA
"5","#timbeta Operação Lava Jato: Procurador-geral avalia se pede que STF investigue Dilma p... https://t.co/vMMwR0Mt5A https://t.co/7bZZHaMDTa",FALSE,0,NA,2016-03-15 22:09:20,FALSE,NA,"709864084317949952",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","PauloFerrVeras",0,FALSE,FALSE,NA,NA
"6","RT @cleanil: Dilma fez de tudo pra acabar com o esquema de Aécio e Cunha em Furnas. Compreendem o pedido de impeachment? https://t.co/WTNeG…",FALSE,0,NA,2016-03-15 22:09:20,FALSE,NA,"709864082556514306",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mulatohc",9,TRUE,FALSE,NA,NA
"7","RT @RevistaISTOE: Delcídio: ""Fui escalado por Dilma e Lula para barrar a Lava Jato"". https://t.co/kggKbLvZml https://t.co/ZNJMhni5mq",FALSE,0,NA,2016-03-15 22:09:20,FALSE,NA,"709864081650483200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fernas_fc",320,TRUE,FALSE,NA,NA
"8","RT @g1: Dilma recebe Lula no Alvorada para tratar de nomeação para ministério https://t.co/ePAMBaymUE #G1 https://t.co/y92U5vIxOo",FALSE,0,NA,2016-03-15 22:09:19,FALSE,NA,"709864079431737344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeoLsalgado6807",25,TRUE,FALSE,NA,NA
"9","RT @Karlmarxbr_Br: Citam Diretas Já e fora Collor qnd tds pediam a mesma coisa. Agora n, agora existe visível diferença entre derrubar Dilm…",FALSE,0,NA,2016-03-15 22:09:19,FALSE,NA,"709864078202834944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_db_db",4,TRUE,FALSE,NA,NA
"10","#timbeta Operação Lava Jato: Procurador-geral avalia se pede que STF investigue Dilma p... https://t.co/Ail6EMhHLs https://t.co/RxRCc7nXiF",FALSE,0,NA,2016-03-15 22:09:19,FALSE,NA,"709864078064246784",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","paulo4veras",0,FALSE,FALSE,NA,NA
"11","RT @Informe_Brasil: Operação Lava Jato: Procurador-geral avalia se pede que STF investigue Dilma por delação de Delcídio: Procurad... https…",FALSE,0,NA,2016-03-15 22:09:18,FALSE,NA,"709864075539443712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MMMoreira78",1,TRUE,FALSE,NA,NA
"12","#timbeta Operação Lava Jato: Procurador-geral avalia se pede que STF investigue Dilma p... https://t.co/AYDhZRrirc https://t.co/gaOARy0FxG",FALSE,0,NA,2016-03-15 22:09:18,FALSE,NA,"709864072603250688",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","vanda4veras",0,FALSE,FALSE,NA,NA
"13","RT @panjokermeso: Dilma é ameaça a todos eles que a condenam porque, além de fechar a torneirinha, pediu pra investigar tudo!! https://t.co…",FALSE,0,NA,2016-03-15 22:09:16,FALSE,NA,"709864067133997057",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LunaMartine_",3,TRUE,FALSE,NA,NA
"14","#timbeta Operação Lava Jato: Procurador-geral avalia se pede que STF investigue Dilma p... https://t.co/g1ifE2zDxV https://t.co/GDd13690ob",FALSE,0,NA,2016-03-15 22:09:16,FALSE,NA,"709864067070959616",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","GoreteSDV",0,FALSE,FALSE,NA,NA
"15","Deputados: Aprovem o Pedido de Impeachment da Presidente Dilma - Assine o abaixo-assinado! https://t.co/nVbWcadbva via @change_br",FALSE,0,NA,2016-03-15 22:09:16,FALSE,NA,"709864065947082761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Marcel_Guter",0,FALSE,FALSE,NA,NA
"16","RT @escrivaninha: PGR isenta Dilma e Conselho da Petrobras por cláusulas lesivas em Pasadena
https://t.co/PizsmOW49b https://t.co/sRy3KVEaUq",FALSE,0,NA,2016-03-15 22:09:16,FALSE,NA,"709864064369999872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alex_spa_",11,TRUE,FALSE,NA,NA
"17","RT @CarlosBolsonaro: Vaiar a Dilma é o maior programa social já inventado pelo PT: você vaia hoje e amanhã já vira elite! https://t.co/Hy15…",FALSE,0,NA,2016-03-15 22:09:15,FALSE,NA,"709864062679695360",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","skullmann",60,TRUE,FALSE,NA,NA
"18","#timbeta Operação Lava Jato: Procurador-geral avalia se pede que STF investigue Dilma p... https://t.co/odCbZKpwk2 https://t.co/QP0PL2A7Aw",FALSE,0,NA,2016-03-15 22:09:15,FALSE,NA,"709864061702307840",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","tania4veras",0,FALSE,FALSE,NA,NA
"19","RT @furiadejusticia: Dilma trata de cubrir a Lula , dandolé un cargo ministerial? los delincuentes se protegen... https://t.co/PrYFi7eKga",FALSE,0,NA,2016-03-15 22:09:15,FALSE,NA,"709864061643694084",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","izqrevolu",60,TRUE,FALSE,NA,NA
"20","RT @teleSURtv: No es contra Dilma o Lula, es contra el progreso del pueblo brasileño https://t.co/fmn5VPT8X2 @ilkaolivacorado https://t.co/…",FALSE,0,NA,2016-03-15 22:09:14,FALSE,NA,"709864057118048257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","eldenunciante71",190,TRUE,FALSE,NA,NA
"21","Isso sim é golpe! Coisa de quadrilha!
Até quando? https://t.co/knR5fTohll",FALSE,0,NA,2016-03-15 22:09:14,FALSE,NA,"709864056916676608",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GGaigalas",0,FALSE,FALSE,NA,NA
"22","#timbeta Operação Lava Jato: Procurador-geral avalia se pede que STF investigue Dilma p... https://t.co/5oP4CdO5ym https://t.co/rSsgbPeglR",FALSE,0,NA,2016-03-15 22:09:14,FALSE,NA,"709864056811692032",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","timbeta_breno",0,FALSE,FALSE,NA,NA
